[[x_0*x_1], [0.100000000000000]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 + 2*x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[x_1 - x_1/x_0 + x_1**2/x_0**3], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0*x_1 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[2*x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1)/x_0], [x_1]]
[[2*x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1)/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
[[(x_0**2 + x_1**((-x_0**2 + x_1)/x_0)*(-x_0**2 + x_1))/x_0], [x_1]]
